date,material,material_demand,production_volume,ending_inventory,waste_percent
2025-12-18,Packaging_C,125.59,121.12,596.58,5.67
2025-12-18,Resin_D,87.03,89.09,328.86,1.15
2025-12-19,Pulp_A,226.79,228.45,933.02,2.8
2025-12-19,Chemical_B,97.18,96.66,391.99,1.26
2025-12-19,Packaging_C,154.57,148.22,623.25,4.72
2025-12-19,Resin_D,72.54,72.09,291.12,2.43
2025-12-20,Pulp_A,217.23,222.48,850.92,5.12
2025-12-20,Chemical_B,70.22,67.68,401.24,5.9
2025-12-20,Packaging_C,150.21,138.37,568.13,3.59
2025-12-20,Resin_D,62.38,66.58,299.82,5.84
2025-12-21,Pulp_A,175.0,187.46,976.05,4.37
2025-12-21,Chemical_B,80.71,77.35,375.92,3.35
2025-12-21,Packaging_C,160.73,157.05,508.41,1.82
2025-12-21,Resin_D,80.9,83.02,294.47,2.69
2025-12-22,Pulp_A,235.88,253.54,877.58,5.45
2025-12-22,Chemical_B,110.65,102.29,424.21,2.23
2025-12-22,Packaging_C,177.69,179.32,505.14,4.71
2025-12-22,Resin_D,87.4,81.64,245.29,3.07
2025-12-23,Pulp_A,237.68,256.33,889.1,2.39
2025-12-23,Chemical_B,69.14,68.48,405.31,5.28
2025-12-23,Packaging_C,156.19,148.78,552.59,5.37
2025-12-23,Resin_D,62.01,62.13,284.96,5.7
2025-12-24,Pulp_A,223.52,236.27,865.88,2.98
2025-12-24,Chemical_B,95.57,93.82,345.91,5.58
2025-12-24,Packaging_C,146.07,157.48,594.12,3.33
2025-12-24,Resin_D,62.91,67.42,306.6,4.83
2025-12-25,Pulp_A,235.08,243.41,826.03,5.71
2025-12-25,Chemical_B,101.56,106.02,399.37,3.81
2025-12-25,Packaging_C,131.03,123.2,572.36,3.65
2025-12-25,Resin_D,95.28,102.43,337.83,3.42
2025-12-26,Pulp_A,227.55,239.97,854.61,5.98
2025-12-26,Chemical_B,73.97,78.78,383.39,1.96
2025-12-26,Packaging_C,125.4,116.19,617.2,2.74
2025-12-26,Resin_D,94.62,101.41,252.34,2.34
2025-12-27,Pulp_A,197.12,210.81,904.58,4.83
2025-12-27,Chemical_B,99.06,101.39,388.49,5.84
2025-12-27,Packaging_C,134.63,135.0,570.41,1.59
2025-12-27,Resin_D,47.52,48.22,329.51,3.41
2025-12-28,Pulp_A,208.37,223.39,856.52,2.92
2025-12-28,Chemical_B,109.07,110.88,351.2,2.49
2025-12-28,Packaging_C,108.26,116.33,580.84,1.65
2025-12-28,Resin_D,60.1,57.43,313.16,4.9
2025-12-29,Pulp_A,223.21,208.38,876.44,5.04
2025-12-29,Chemical_B,104.56,110.49,372.89,4.42
2025-12-29,Packaging_C,153.2,153.41,558.14,2.16
2025-12-29,Resin_D,89.5,96.39,303.72,1.78
2025-12-30,Pulp_A,217.27,227.44,866.25,1.93
2025-12-30,Chemical_B,118.16,119.2,346.65,5.51
2025-12-30,Packaging_C,145.79,149.74,548.92,5.44
2025-12-30,Resin_D,116.79,110.97,236.9,5.02
2025-12-31,Pulp_A,214.96,216.99,884.77,3.51
2025-12-31,Chemical_B,100.24,97.58,346.51,3.61
2025-12-31,Packaging_C,146.62,152.74,553.78,4.57
2025-12-31,Resin_D,75.45,78.52,295.79,5.78
