job_id,date,machine,shift,planned_units,units_produced,good_units,scrap_units,downtime_minutes
JOB2201,2025-04-11,Line_1,B,807,625,619,6.2,53.5
JOB2202,2025-04-11,Line_1,C,868,740,713,27.5,31.5
JOB2203,2025-04-11,Line_2,A,1060,858,840,18.6,43.8
JOB2204,2025-04-11,Line_2,B,815,537,508,29.0,50.1
JOB2205,2025-04-11,Line_2,C,942,836,800,36.6,36.7
JOB2206,2025-04-11,Line_3,A,861,574,557,16.2,52.9
JOB2207,2025-04-11,Line_3,B,970,799,761,37.7,26.6
JOB2208,2025-04-11,Line_3,C,1176,1077,1063,14.2,45.1
JOB2209,2025-04-11,Line_4,A,961,810,777,33.1,26.4
JOB2210,2025-04-11,Line_4,B,928,661,624,37.7,26.1
JOB2211,2025-04-11,Line_4,C,864,856,838,18.4,11.0
JOB2212,2025-04-12,Line_1,A,1039,1001,973,28.5,19.7
JOB2213,2025-04-12,Line_1,B,960,821,821,0.0,28.9
JOB2214,2025-04-12,Line_1,C,1065,798,780,18.0,40.3
JOB2215,2025-04-12,Line_2,A,832,543,522,21.1,34.7
JOB2216,2025-04-12,Line_2,B,1199,1021,1004,17.0,30.9
JOB2217,2025-04-12,Line_2,C,941,567,540,27.6,63.0
JOB2218,2025-04-12,Line_3,A,1097,657,619,38.5,75.0
JOB2219,2025-04-12,Line_3,B,918,936,899,36.8,24.2
JOB2220,2025-04-12,Line_3,C,1091,1043,1031,12.6,32.3
JOB2221,2025-04-12,Line_4,A,1103,1015,979,35.2,28.0
JOB2222,2025-04-12,Line_4,B,1122,832,805,27.1,47.5
JOB2223,2025-04-12,Line_4,C,1189,943,926,16.8,42.5
JOB2224,2025-04-13,Line_1,A,895,838,813,25.0,33.9
JOB2225,2025-04-13,Line_1,B,1030,972,956,16.0,16.4
JOB2226,2025-04-13,Line_1,C,927,948,922,25.8,0.0
JOB2227,2025-04-13,Line_2,A,1138,1036,1016,19.9,23.8
JOB2228,2025-04-13,Line_2,B,911,655,627,28.4,56.2
JOB2229,2025-04-13,Line_2,C,875,781,753,27.6,37.9
JOB2230,2025-04-13,Line_3,A,1104,930,912,18.1,36.1
JOB2231,2025-04-13,Line_3,B,1083,883,848,34.4,33.5
JOB2232,2025-04-13,Line_3,C,1037,701,681,20.8,80.4
JOB2233,2025-04-13,Line_4,A,1129,1253,1230,22.3,0.0
JOB2234,2025-04-13,Line_4,B,1073,1004,983,20.3,44.2
JOB2235,2025-04-13,Line_4,C,1102,807,779,27.8,55.4
JOB2236,2025-04-14,Line_1,A,1107,962,946,16.1,14.5
JOB2237,2025-04-14,Line_1,B,918,776,745,30.9,34.6
JOB2238,2025-04-14,Line_1,C,919,691,676,15.5,49.9
JOB2239,2025-04-14,Line_2,A,861,595,557,37.7,59.6
JOB2240,2025-04-14,Line_2,B,1108,907,880,26.5,52.0
JOB2241,2025-04-14,Line_2,C,1168,1019,980,38.4,22.0
JOB2242,2025-04-14,Line_3,A,1128,883,855,27.8,59.0
JOB2243,2025-04-14,Line_3,B,1091,806,780,26.5,69.8
JOB2244,2025-04-14,Line_3,C,944,721,681,40.6,40.2
JOB2245,2025-04-14,Line_4,A,1163,626,603,22.9,88.0
JOB2246,2025-04-14,Line_4,B,1091,798,763,35.0,49.7
JOB2247,2025-04-14,Line_4,C,1011,966,929,36.8,15.5
JOB2248,2025-04-15,Line_1,A,816,724,705,19.0,36.1
JOB2249,2025-04-15,Line_1,B,845,729,695,34.0,46.3
JOB2250,2025-04-15,Line_1,C,836,391,366,24.6,70.3
JOB2251,2025-04-15,Line_2,A,1179,1077,1046,31.1,18.0
JOB2252,2025-04-15,Line_2,B,888,900,874,25.2,0.0
JOB2253,2025-04-15,Line_2,C,1197,989,961,28.3,33.6
JOB2254,2025-04-15,Line_3,A,1144,1016,989,27.3,43.6
JOB2255,2025-04-15,Line_3,B,940,917,889,28.2,33.6
JOB2256,2025-04-15,Line_3,C,972,846,830,16.0,44.9
JOB2257,2025-04-15,Line_4,A,869,461,417,44.0,51.6
JOB2258,2025-04-15,Line_4,B,1001,919,888,31.2,0.7
JOB2259,2025-04-15,Line_4,C,947,741,731,10.0,49.8
JOB2260,2025-04-16,Line_1,A,1083,877,847,29.9,51.4
JOB2261,2025-04-16,Line_1,B,1080,980,962,17.7,43.5
JOB2262,2025-04-16,Line_1,C,1137,921,880,40.7,29.8
JOB2263,2025-04-16,Line_2,A,915,632,607,25.5,47.7
JOB2264,2025-04-16,Line_2,B,858,751,722,28.8,32.2
JOB2265,2025-04-16,Line_2,C,1094,841,815,26.7,73.5
JOB2266,2025-04-16,Line_3,A,882,811,762,48.5,14.2
JOB2267,2025-04-16,Line_3,B,1047,990,945,44.7,19.4
JOB2268,2025-04-16,Line_3,C,810,651,628,22.2,66.7
JOB2269,2025-04-16,Line_4,A,1170,1033,1008,24.2,35.5
JOB2270,2025-04-16,Line_4,B,1058,820,791,29.3,33.3
JOB2271,2025-04-16,Line_4,C,915,704,666,37.9,58.8
JOB2272,2025-04-17,Line_1,A,1008,909,889,20.1,24.4
JOB2273,2025-04-17,Line_1,B,1193,1065,1047,17.5,15.1
JOB2274,2025-04-17,Line_1,C,894,799,755,43.3,32.3
JOB2275,2025-04-17,Line_2,A,958,712,685,26.7,41.4
JOB2276,2025-04-17,Line_2,B,1015,822,795,27.5,32.1
JOB2277,2025-04-17,Line_2,C,987,833,814,18.9,36.6
JOB2278,2025-04-17,Line_3,A,1103,916,879,37.4,46.1
JOB2279,2025-04-17,Line_3,B,853,642,619,22.3,49.3
JOB2280,2025-04-17,Line_3,C,823,730,698,31.6,21.6
JOB2281,2025-04-17,Line_4,A,1039,829,789,39.9,36.7
JOB2282,2025-04-17,Line_4,B,936,798,787,11.0,20.7
JOB2283,2025-04-17,Line_4,C,895,822,794,28.0,31.5
JOB2284,2025-04-18,Line_1,A,811,711,671,40.3,27.5
JOB2285,2025-04-18,Line_1,B,1013,796,773,22.8,48.8
JOB2286,2025-04-18,Line_1,C,1039,966,950,15.6,41.3
JOB2287,2025-04-18,Line_2,A,838,790,767,23.2,16.0
JOB2288,2025-04-18,Line_2,B,967,750,728,22.6,47.1
JOB2289,2025-04-18,Line_2,C,978,969,939,29.7,0.0
JOB2290,2025-04-18,Line_3,A,1174,875,865,10.0,80.4
JOB2291,2025-04-18,Line_3,B,1010,946,923,23.2,25.2
JOB2292,2025-04-18,Line_3,C,1163,1152,1140,12.1,7.5
JOB2293,2025-04-18,Line_4,A,939,867,832,34.5,14.0
JOB2294,2025-04-18,Line_4,B,1081,687,667,20.1,58.0
JOB2295,2025-04-18,Line_4,C,915,642,627,14.9,57.3
JOB2296,2025-04-19,Line_1,A,987,897,879,18.5,14.8
JOB2297,2025-04-19,Line_1,B,848,692,675,17.0,24.3
JOB2298,2025-04-19,Line_1,C,918,786,764,21.8,48.7
JOB2299,2025-04-19,Line_2,A,1190,1071,1031,39.7,55.9
JOB2300,2025-04-19,Line_2,B,978,827,807,21.0,27.2
JOB2301,2025-04-19,Line_2,C,895,647,623,24.8,50.4
JOB2302,2025-04-19,Line_3,A,864,719,683,35.3,33.6
JOB2303,2025-04-19,Line_3,B,1076,815,796,18.6,50.7
JOB2304,2025-04-19,Line_3,C,1169,1041,1014,27.2,30.6
JOB2305,2025-04-19,Line_4,A,893,804,782,21.8,42.8
JOB2306,2025-04-19,Line_4,B,1057,674,630,44.1,61.4
JOB2307,2025-04-19,Line_4,C,1189,1049,1031,18.7,37.0
JOB2308,2025-04-20,Line_1,A,1197,1104,1077,27.7,20.7
JOB2309,2025-04-20,Line_1,B,1048,935,925,9.8,20.2
JOB2310,2025-04-20,Line_1,C,1077,814,801,13.0,50.5
JOB2311,2025-04-20,Line_2,A,1056,897,873,24.0,53.0
JOB2312,2025-04-20,Line_2,B,1111,969,952,16.5,57.5
JOB2313,2025-04-20,Line_2,C,1039,994,974,20.0,20.1
JOB2314,2025-04-20,Line_3,A,1007,890,876,13.1,33.6
JOB2315,2025-04-20,Line_3,B,1158,1034,1005,28.8,38.9
JOB2316,2025-04-20,Line_3,C,837,673,637,36.0,47.9
JOB2317,2025-04-20,Line_4,A,999,904,879,24.3,26.4
JOB2318,2025-04-20,Line_4,B,1154,994,980,14.2,34.0
JOB2319,2025-04-20,Line_4,C,847,712,686,26.3,22.9
JOB2320,2025-04-21,Line_1,A,1084,746,719,26.2,68.4
JOB2321,2025-04-21,Line_1,B,954,519,495,23.6,54.5
JOB2322,2025-04-21,Line_1,C,943,827,814,12.8,60.6
JOB2323,2025-04-21,Line_2,A,829,638,625,13.8,39.6
JOB2324,2025-04-21,Line_2,B,1091,1066,1034,31.5,27.0
JOB2325,2025-04-21,Line_2,C,1039,845,817,27.4,31.7
JOB2326,2025-04-21,Line_3,A,1031,897,856,41.0,30.2
JOB2327,2025-04-21,Line_3,B,1068,973,963,10.5,28.1
JOB2328,2025-04-21,Line_3,C,1129,1059,1034,24.8,10.5
JOB2329,2025-04-21,Line_4,A,863,603,590,12.8,44.7
JOB2330,2025-04-21,Line_4,B,946,880,856,24.0,20.7
JOB2331,2025-04-21,Line_4,C,1016,980,940,40.1,23.3
JOB2332,2025-04-22,Line_1,A,871,926,899,26.6,9.2
JOB2333,2025-04-22,Line_1,B,1003,845,812,32.2,32.3
JOB2334,2025-04-22,Line_1,C,1063,823,796,26.9,55.0
JOB2335,2025-04-22,Line_2,A,1130,967,935,32.1,40.0
JOB2336,2025-04-22,Line_2,B,942,762,752,10.4,37.8
JOB2337,2025-04-22,Line_2,C,840,560,545,15.5,47.3
JOB2338,2025-04-22,Line_3,A,1118,1049,1023,25.9,17.7
JOB2339,2025-04-22,Line_3,B,1168,986,960,25.2,38.8
JOB2340,2025-04-22,Line_3,C,1025,767,758,8.9,31.8
JOB2341,2025-04-22,Line_4,A,1000,824,802,21.6,53.9
JOB2342,2025-04-22,Line_4,B,1070,844,819,24.7,38.2
JOB2343,2025-04-22,Line_4,C,850,655,634,21.4,37.2
JOB2344,2025-04-23,Line_1,A,1043,886,851,35.2,54.4
JOB2345,2025-04-23,Line_1,B,964,1028,1010,17.8,0.0
JOB2346,2025-04-23,Line_1,C,812,604,569,35.2,51.7
JOB2347,2025-04-23,Line_2,A,1021,907,876,30.6,36.1
JOB2348,2025-04-23,Line_2,B,1057,746,715,31.6,56.1
JOB2349,2025-04-23,Line_2,C,833,664,636,28.6,51.8
JOB2350,2025-04-23,Line_3,A,1008,837,824,13.0,30.5
JOB2351,2025-04-23,Line_3,B,924,748,738,10.7,55.1
JOB2352,2025-04-23,Line_3,C,1113,947,915,32.2,28.2
JOB2353,2025-04-23,Line_4,A,1168,931,895,36.3,39.0
JOB2354,2025-04-23,Line_4,B,920,602,575,27.4,44.6
JOB2355,2025-04-23,Line_4,C,854,708,675,32.4,37.9
JOB2356,2025-04-24,Line_1,A,927,695,667,28.1,51.3
JOB2357,2025-04-24,Line_1,B,851,849,826,22.7,0.0
JOB2358,2025-04-24,Line_1,C,962,777,751,26.2,35.3
JOB2359,2025-04-24,Line_2,A,1157,1090,1069,20.7,23.5
JOB2360,2025-04-24,Line_2,B,845,687,674,13.1,32.4
JOB2361,2025-04-24,Line_2,C,883,662,655,7.3,27.9
JOB2362,2025-04-24,Line_3,A,894,684,652,31.4,33.8
JOB2363,2025-04-24,Line_3,B,979,698,676,22.4,78.7
JOB2364,2025-04-24,Line_3,C,805,659,637,21.8,20.0
JOB2365,2025-04-24,Line_4,A,1043,983,950,33.3,13.3
JOB2366,2025-04-24,Line_4,B,973,907,889,17.8,29.2
JOB2367,2025-04-24,Line_4,C,837,717,703,14.9,23.7
JOB2368,2025-04-25,Line_1,A,1009,776,745,30.5,56.6
JOB2369,2025-04-25,Line_1,B,1004,892,856,35.5,43.3
JOB2370,2025-04-25,Line_1,C,885,766,730,35.8,22.4
JOB2371,2025-04-25,Line_2,A,955,763,736,27.4,35.0
JOB2372,2025-04-25,Line_2,B,874,789,772,16.8,30.9
JOB2373,2025-04-25,Line_2,C,859,513,475,38.1,49.6
JOB2374,2025-04-25,Line_3,A,1030,874,858,16.0,34.4
JOB2375,2025-04-25,Line_3,B,1031,843,813,30.0,49.2
JOB2376,2025-04-25,Line_3,C,1110,952,949,3.3,30.6
JOB2377,2025-04-25,Line_4,A,1194,975,946,29.6,48.1
JOB2378,2025-04-25,Line_4,B,1171,1006,983,23.5,28.6
JOB2379,2025-04-25,Line_4,C,1112,941,917,23.7,19.0
JOB2380,2025-04-26,Line_1,A,1099,987,952,35.8,32.1
JOB2381,2025-04-26,Line_1,B,997,771,743,28.3,34.5
JOB2382,2025-04-26,Line_1,C,884,782,757,25.3,14.1
JOB2383,2025-04-26,Line_2,A,813,597,562,35.4,45.0
JOB2384,2025-04-26,Line_2,B,1136,962,961,1.2,29.6
JOB2385,2025-04-26,Line_2,C,1052,961,920,40.8,23.8
JOB2386,2025-04-26,Line_3,A,1181,926,898,27.7,56.5
JOB2387,2025-04-26,Line_3,B,1018,1071,1060,11.0,0.0
JOB2388,2025-04-26,Line_3,C,1053,999,986,13.1,9.9
JOB2389,2025-04-26,Line_4,A,1077,838,825,13.1,32.0
JOB2390,2025-04-26,Line_4,B,1101,983,947,35.8,26.5
JOB2391,2025-04-26,Line_4,C,922,876,865,11.5,17.9
JOB2392,2025-04-27,Line_1,A,898,797,779,18.6,30.2
JOB2393,2025-04-27,Line_1,B,1114,978,959,19.5,22.3
JOB2394,2025-04-27,Line_1,C,1079,829,804,25.9,41.5
JOB2395,2025-04-27,Line_2,A,844,776,739,37.0,24.5
JOB2396,2025-04-27,Line_2,B,884,773,722,51.8,29.4
JOB2397,2025-04-27,Line_2,C,880,725,718,7.0,24.1
JOB2398,2025-04-27,Line_3,A,829,750,712,38.0,18.4
JOB2399,2025-04-27,Line_3,B,1109,851,817,34.4,36.1
JOB2400,2025-04-27,Line_3,C,1033,777,758,19.2,59.4
JOB2401,2025-04-27,Line_4,A,854,705,652,53.1,25.9
JOB2402,2025-04-27,Line_4,B,935,699,680,19.0,85.4
JOB2403,2025-04-27,Line_4,C,1037,918,888,29.5,42.8
JOB2404,2025-04-28,Line_1,A,822,851,819,31.8,7.2
JOB2405,2025-04-28,Line_1,B,1043,869,851,17.4,32.0
JOB2406,2025-04-28,Line_1,C,906,745,730,15.3,58.7
JOB2407,2025-04-28,Line_2,A,962,720,684,36.2,55.7
JOB2408,2025-04-28,Line_2,B,1013,906,864,42.0,16.7
JOB2409,2025-04-28,Line_2,C,818,798,749,49.4,0.0
JOB2410,2025-04-28,Line_3,A,847,718,694,24.2,45.0
JOB2411,2025-04-28,Line_3,B,914,639,620,19.2,49.0
JOB2412,2025-04-28,Line_3,C,862,703,679,23.9,47.3
JOB2413,2025-04-28,Line_4,A,1067,762,735,26.1,60.3
JOB2414,2025-04-28,Line_4,B,826,789,771,18.4,7.3
JOB2415,2025-04-28,Line_4,C,1105,898,872,26.0,46.0
JOB2416,2025-04-29,Line_1,A,900,812,794,17.7,31.9
JOB2417,2025-04-29,Line_1,B,840,513,486,26.7,69.8
JOB2418,2025-04-29,Line_1,C,818,584,544,40.6,58.6
JOB2419,2025-04-29,Line_2,A,979,826,813,12.7,13.1
JOB2420,2025-04-29,Line_2,B,953,902,864,37.9,0.0
JOB2421,2025-04-29,Line_2,C,1115,1061,1034,27.2,6.8
JOB2422,2025-04-29,Line_3,A,1113,1030,1004,25.9,18.7
JOB2423,2025-04-29,Line_3,B,1136,1018,1002,15.8,51.5
JOB2424,2025-04-29,Line_3,C,1039,821,798,22.6,38.7
JOB2425,2025-04-29,Line_4,A,1104,932,875,57.4,48.8
JOB2426,2025-04-29,Line_4,B,1104,903,878,25.3,37.4
JOB2427,2025-04-29,Line_4,C,1191,1124,1095,29.9,16.1
JOB2428,2025-04-30,Line_1,A,868,736,716,19.7,31.7
JOB2429,2025-04-30,Line_1,B,1008,841,815,25.7,42.1
JOB2430,2025-04-30,Line_1,C,813,813,779,34.2,17.8
JOB2431,2025-04-30,Line_2,A,817,744,714,29.9,30.1
JOB2432,2025-04-30,Line_2,B,1140,868,820,48.3,57.1
JOB2433,2025-04-30,Line_2,C,857,701,675,26.8,42.3
JOB2434,2025-04-30,Line_3,A,1139,920,886,34.2,62.4
JOB2435,2025-04-30,Line_3,B,1126,1104,1055,48.8,11.7
JOB2436,2025-04-30,Line_3,C,821,482,441,40.9,56.6
JOB2437,2025-04-30,Line_4,A,876,634,621,13.0,60.6
JOB2438,2025-04-30,Line_4,B,1144,892,871,20.4,31.1
JOB2439,2025-04-30,Line_4,C,895,649,631,18.0,36.3
JOB2440,2025-05-01,Line_1,A,935,819,789,30.1,25.6
JOB2441,2025-05-01,Line_1,B,1091,687,666,20.9,57.3
JOB2442,2025-05-01,Line_1,C,1177,955,933,21.5,45.2
JOB2443,2025-05-01,Line_2,A,1170,1187,1150,37.0,0.0
JOB2444,2025-05-01,Line_2,B,982,754,741,12.6,38.9
JOB2445,2025-05-01,Line_2,C,1005,984,959,24.7,33.1
JOB2446,2025-05-01,Line_3,A,873,710,677,32.8,44.5
JOB2447,2025-05-01,Line_3,B,802,711,685,26.7,19.8
JOB2448,2025-05-01,Line_3,C,1018,937,903,33.2,34.6
JOB2449,2025-05-01,Line_4,A,923,740,707,32.9,27.6
JOB2450,2025-05-01,Line_4,B,1157,873,849,24.5,45.5
JOB2451,2025-05-01,Line_4,C,1076,1026,991,34.7,21.1
JOB2452,2025-05-02,Line_1,A,1089,884,854,29.7,37.9
JOB2453,2025-05-02,Line_1,B,847,512,473,39.1,57.9
JOB2454,2025-05-02,Line_1,C,918,890,869,20.9,18.6
JOB2455,2025-05-02,Line_2,A,1063,917,880,37.5,34.5
JOB2456,2025-05-02,Line_2,B,839,876,852,24.4,0.0
JOB2457,2025-05-02,Line_2,C,1073,839,810,28.6,56.6
JOB2458,2025-05-02,Line_3,A,868,831,804,26.4,8.2
JOB2459,2025-05-02,Line_3,B,981,945,933,11.7,20.4
JOB2460,2025-05-02,Line_3,C,829,744,717,26.6,19.5
JOB2461,2025-05-02,Line_4,A,919,707,683,24.5,40.5
JOB2462,2025-05-02,Line_4,B,984,704,672,31.4,64.4
JOB2463,2025-05-02,Line_4,C,1139,1020,992,28.7,43.1
JOB2464,2025-05-03,Line_1,A,1148,968,944,24.1,58.7
JOB2465,2025-05-03,Line_1,B,1176,878,845,32.6,44.9
JOB2466,2025-05-03,Line_1,C,865,729,713,16.5,27.4
JOB2467,2025-05-03,Line_2,A,1011,646,614,32.1,74.8
JOB2468,2025-05-03,Line_2,B,1162,814,795,18.4,49.6
JOB2469,2025-05-03,Line_2,C,1150,1055,1045,9.8,26.4
JOB2470,2025-05-03,Line_3,A,928,681,668,13.4,43.4
JOB2471,2025-05-03,Line_3,B,879,834,822,11.8,13.0
JOB2472,2025-05-03,Line_3,C,1028,868,837,31.4,36.5
JOB2473,2025-05-03,Line_4,A,1093,895,866,28.9,50.7
JOB2474,2025-05-03,Line_4,B,1044,1060,1043,16.3,3.2
JOB2475,2025-05-03,Line_4,C,1082,741,705,35.4,60.2
JOB2476,2025-05-04,Line_1,A,1126,1194,1184,10.1,0.0
JOB2477,2025-05-04,Line_1,B,1057,1081,1064,17.3,5.6
JOB2478,2025-05-04,Line_1,C,1057,843,827,15.3,45.9
JOB2479,2025-05-04,Line_2,A,914,855,838,16.4,23.9
JOB2480,2025-05-04,Line_2,B,1126,1013,993,19.8,23.0
JOB2481,2025-05-04,Line_2,C,885,628,589,38.5,27.0
JOB2482,2025-05-04,Line_3,A,857,714,691,23.4,29.7
JOB2483,2025-05-04,Line_3,B,854,723,697,25.7,53.9
JOB2484,2025-05-04,Line_3,C,813,696,662,33.3,20.9
JOB2485,2025-05-04,Line_4,A,839,692,659,33.0,38.8
JOB2486,2025-05-04,Line_4,B,812,608,602,5.7,26.8
JOB2487,2025-05-04,Line_4,C,1065,886,871,14.5,41.6
JOB2488,2025-05-05,Line_1,A,895,631,584,46.8,28.5
JOB2489,2025-05-05,Line_1,B,1116,1013,1006,7.1,34.8
JOB2490,2025-05-05,Line_1,C,1199,942,930,11.9,55.9
JOB2491,2025-05-05,Line_2,A,826,729,688,40.8,22.2
JOB2492,2025-05-05,Line_2,B,829,770,758,11.8,23.6
JOB2493,2025-05-05,Line_2,C,1021,780,749,31.1,46.0
JOB2494,2025-05-05,Line_3,A,1107,753,724,28.9,72.0
JOB2495,2025-05-05,Line_3,B,977,799,779,20.0,56.8
JOB2496,2025-05-05,Line_3,C,844,548,523,25.3,46.3
JOB2497,2025-05-05,Line_4,A,861,521,493,27.6,62.6
JOB2498,2025-05-05,Line_4,B,892,766,739,27.3,28.6
JOB2499,2025-05-05,Line_4,C,1159,854,829,24.6,59.7
JOB2500,2025-05-06,Line_1,A,898,843,835,7.9,16.9
JOB2501,2025-05-06,Line_1,B,1026,757,735,21.5,57.1
JOB2502,2025-05-06,Line_1,C,1092,976,950,26.0,3.1
JOB2503,2025-05-06,Line_2,A,810,561,532,28.5,37.1
JOB2504,2025-05-06,Line_2,B,1097,914,903,11.1,22.5
JOB2505,2025-05-06,Line_2,C,988,687,671,15.6,57.2
JOB2506,2025-05-06,Line_3,A,1016,1016,996,20.5,0.0
JOB2507,2025-05-06,Line_3,B,1064,699,680,19.3,76.6
JOB2508,2025-05-06,Line_3,C,1167,1005,970,35.2,34.3
JOB2509,2025-05-06,Line_4,A,850,530,495,35.0,49.8
JOB2510,2025-05-06,Line_4,B,1147,780,769,10.7,66.5
JOB2511,2025-05-06,Line_4,C,907,758,726,32.0,7.2
JOB2512,2025-05-07,Line_1,A,907,903,872,31.1,3.6
JOB2513,2025-05-07,Line_1,B,946,750,721,28.4,48.5
JOB2514,2025-05-07,Line_1,C,1096,1086,1066,20.0,0.0
JOB2515,2025-05-07,Line_2,A,823,418,406,12.9,69.0
JOB2516,2025-05-07,Line_2,B,1174,1005,979,25.3,47.9
JOB2517,2025-05-07,Line_2,C,872,734,717,17.6,75.3
JOB2518,2025-05-07,Line_3,A,1029,897,871,25.6,32.0
JOB2519,2025-05-07,Line_3,B,891,688,656,31.8,53.3
JOB2520,2025-05-07,Line_3,C,1102,881,865,15.6,52.0
JOB2521,2025-05-07,Line_4,A,1112,1113,1105,7.6,0.7
JOB2522,2025-05-07,Line_4,B,1009,887,867,20.1,40.8
JOB2523,2025-05-07,Line_4,C,983,743,718,24.6,43.6
JOB2524,2025-05-08,Line_1,A,1069,823,802,21.2,71.9
JOB2525,2025-05-08,Line_1,B,1136,946,912,34.3,42.4
JOB2526,2025-05-08,Line_1,C,1136,819,793,26.4,40.4
JOB2527,2025-05-08,Line_2,A,1081,857,846,10.5,35.3
JOB2528,2025-05-08,Line_2,B,1150,763,746,17.5,61.7
JOB2529,2025-05-08,Line_2,C,1111,1140,1112,27.5,11.9
JOB2530,2025-05-08,Line_3,A,813,605,572,32.2,39.3
JOB2531,2025-05-08,Line_3,B,899,667,640,26.6,40.2
JOB2532,2025-05-08,Line_3,C,1001,935,907,28.0,35.2
JOB2533,2025-05-08,Line_4,A,1100,982,962,20.8,25.8
JOB2534,2025-05-08,Line_4,B,1060,933,915,18.1,47.7
JOB2535,2025-05-08,Line_4,C,880,659,627,32.7,55.0
JOB2536,2025-05-09,Line_1,A,901,752,726,25.9,45.9
JOB2537,2025-05-09,Line_1,B,1020,960,945,14.5,27.8
JOB2538,2025-05-09,Line_1,C,1110,856,856,0.0,51.2
JOB2539,2025-05-09,Line_2,A,1014,871,847,24.0,30.3
JOB2540,2025-05-09,Line_2,B,1101,1023,1006,17.5,24.9
JOB2541,2025-05-09,Line_2,C,843,794,778,15.4,29.7
JOB2542,2025-05-09,Line_3,A,1088,901,876,24.8,46.0
JOB2543,2025-05-09,Line_3,B,1078,808,785,22.6,50.6
JOB2544,2025-05-09,Line_3,C,1072,916,897,18.7,61.4
JOB2545,2025-05-09,Line_4,A,891,679,650,29.1,41.3
JOB2546,2025-05-09,Line_4,B,1058,737,710,27.3,63.0
JOB2547,2025-05-09,Line_4,C,991,840,814,25.4,17.7
JOB2548,2025-05-10,Line_1,A,1189,1091,1062,29.3,27.3
JOB2549,2025-05-10,Line_1,B,921,771,758,12.4,23.2
JOB2550,2025-05-10,Line_1,C,810,705,683,21.9,27.3
JOB2551,2025-05-10,Line_2,A,988,629,606,22.9,60.2
JOB2552,2025-05-10,Line_2,B,844,696,677,19.4,29.7
JOB2553,2025-05-10,Line_2,C,923,526,507,19.2,61.1
JOB2554,2025-05-10,Line_3,A,933,808,793,15.5,47.2
JOB2555,2025-05-10,Line_3,B,1115,831,790,41.2,51.7
JOB2556,2025-05-10,Line_3,C,944,866,834,32.3,4.1
JOB2557,2025-05-10,Line_4,A,815,635,596,39.0,44.5
JOB2558,2025-05-10,Line_4,B,1012,813,785,28.1,32.5
JOB2559,2025-05-10,Line_4,C,805,839,822,17.2,7.7
JOB2560,2025-05-11,Line_1,A,892,687,666,21.2,56.3
JOB2561,2025-05-11,Line_1,B,1050,873,850,23.0,28.2
JOB2562,2025-05-11,Line_1,C,1088,807,799,7.8,53.6
JOB2563,2025-05-11,Line_2,A,859,742,709,32.9,18.2
JOB2564,2025-05-11,Line_2,B,1163,1171,1156,15.7,22.1
JOB2565,2025-05-11,Line_2,C,1089,955,937,17.9,47.8
JOB2566,2025-05-11,Line_3,A,940,894,870,24.0,0.0
JOB2567,2025-05-11,Line_3,B,1004,952,946,5.8,23.7
JOB2568,2025-05-11,Line_3,C,1058,1039,1009,29.8,0.0
JOB2569,2025-05-11,Line_4,A,885,626,600,26.1,47.1
JOB2570,2025-05-11,Line_4,B,1144,720,700,19.8,55.5
JOB2571,2025-05-11,Line_4,C,1138,1044,1010,34.6,20.0
JOB2572,2025-05-12,Line_1,A,1052,830,796,34.0,33.8
JOB2573,2025-05-12,Line_1,B,1168,1066,1050,15.4,24.0
JOB2574,2025-05-12,Line_1,C,1194,1033,1005,28.5,47.5
JOB2575,2025-05-12,Line_2,A,960,773,741,32.1,37.8
JOB2576,2025-05-12,Line_2,B,1102,993,960,32.6,24.6
JOB2577,2025-05-12,Line_2,C,1177,958,934,23.6,34.2
JOB2578,2025-05-12,Line_3,A,979,787,756,30.8,25.0
JOB2579,2025-05-12,Line_3,B,904,711,677,33.6,28.7
JOB2580,2025-05-12,Line_3,C,880,581,529,51.9,54.0
JOB2581,2025-05-12,Line_4,A,1127,1029,997,32.4,46.5
JOB2582,2025-05-12,Line_4,B,1021,891,854,37.2,40.9
JOB2583,2025-05-12,Line_4,C,1158,856,827,29.0,69.2
JOB2584,2025-05-13,Line_1,A,912,874,852,21.7,0.0
JOB2585,2025-05-13,Line_1,B,1006,945,903,42.0,23.0
JOB2586,2025-05-13,Line_1,C,1039,880,863,16.2,55.1
JOB2587,2025-05-13,Line_2,A,1029,872,855,17.1,41.8
JOB2588,2025-05-13,Line_2,B,1026,825,786,38.5,35.6
JOB2589,2025-05-13,Line_2,C,910,698,647,50.6,46.3
JOB2590,2025-05-13,Line_3,A,920,757,741,15.6,31.5
JOB2591,2025-05-13,Line_3,B,1015,838,806,31.7,28.3
JOB2592,2025-05-13,Line_3,C,1049,980,963,16.7,29.4
JOB2593,2025-05-13,Line_4,A,854,818,796,22.4,18.4
JOB2594,2025-05-13,Line_4,B,941,553,521,32.6,77.2
JOB2595,2025-05-13,Line_4,C,925,923,903,20.7,24.2
JOB2596,2025-05-14,Line_1,A,1011,807,779,28.8,43.6
JOB2597,2025-05-14,Line_1,B,892,762,733,29.1,19.9
JOB2598,2025-05-14,Line_1,C,962,718,681,37.5,52.7
JOB2599,2025-05-14,Line_2,A,1077,872,832,39.2,23.0
JOB2600,2025-05-14,Line_2,B,1136,1057,1024,33.2,9.1
JOB2601,2025-05-14,Line_2,C,812,726,705,21.5,32.1
