date,machine,shift,downtime_reason,minutes
2025-05-24,Line_4,C,Maintenance,42.3
2025-05-25,Line_1,A,Operator Delay,35.1
2025-05-25,Line_1,B,Maintenance,12.9
2025-05-25,Line_1,C,Operator Delay,21.4
2025-05-25,Line_2,A,Quality Hold,55.3
2025-05-25,Line_2,B,Changeover,36.4
2025-05-25,Line_2,C,Changeover,21.8
2025-05-25,Line_3,A,Changeover,50.8
2025-05-25,Line_3,B,Changeover,55.8
2025-05-25,Line_3,C,Maintenance,51.2
2025-05-25,Line_4,A,Changeover,39.4
2025-05-25,Line_4,B,Material Shortage,33.5
2025-05-25,Line_4,C,Changeover,15.4
2025-05-26,Line_1,A,Quality Hold,56.6
2025-05-26,Line_1,B,Changeover,19.8
2025-05-26,Line_1,C,Maintenance,44.0
2025-05-26,Line_2,A,Operator Delay,16.0
2025-05-26,Line_2,B,Changeover,8.7
2025-05-26,Line_2,C,Quality Hold,68.5
2025-05-26,Line_3,A,Changeover,71.5
2025-05-26,Line_3,B,Material Shortage,13.6
2025-05-26,Line_3,C,Operator Delay,21.6
2025-05-26,Line_4,A,Maintenance,54.7
2025-05-26,Line_4,B,Maintenance,29.0
2025-05-26,Line_4,C,Changeover,23.2
2025-05-27,Line_1,A,Operator Delay,62.1
2025-05-27,Line_1,B,Maintenance,39.6
2025-05-27,Line_1,C,Material Shortage,58.5
2025-05-27,Line_2,A,Quality Hold,25.8
2025-05-27,Line_2,B,Changeover,47.9
2025-05-27,Line_2,C,Material Shortage,0.4
2025-05-27,Line_3,A,Changeover,57.4
2025-05-27,Line_3,B,Operator Delay,0.0
2025-05-27,Line_3,C,Changeover,69.8
2025-05-27,Line_4,A,Changeover,25.0
2025-05-27,Line_4,B,Maintenance,29.8
2025-05-27,Line_4,C,Material Shortage,9.5
2025-05-28,Line_1,A,Quality Hold,83.6
2025-05-28,Line_1,B,Quality Hold,46.1
2025-05-28,Line_1,C,Maintenance,56.6
2025-05-28,Line_2,A,Operator Delay,14.5
2025-05-28,Line_2,B,Maintenance,21.5
2025-05-28,Line_2,C,Quality Hold,27.6
2025-05-28,Line_3,A,Changeover,27.1
2025-05-28,Line_3,B,Material Shortage,11.0
2025-05-28,Line_3,C,Quality Hold,66.5
2025-05-28,Line_4,A,Quality Hold,21.9
2025-05-28,Line_4,B,Quality Hold,14.4
2025-05-28,Line_4,C,Maintenance,34.3
2025-05-29,Line_1,A,Quality Hold,42.4
2025-05-29,Line_1,B,Changeover,32.8
2025-05-29,Line_1,C,Material Shortage,22.8
2025-05-29,Line_2,A,Quality Hold,67.3
2025-05-29,Line_2,B,Maintenance,0.0
2025-05-29,Line_2,C,Changeover,22.9
2025-05-29,Line_3,A,Quality Hold,92.9
2025-05-29,Line_3,B,Maintenance,26.1
2025-05-29,Line_3,C,Maintenance,30.4
2025-05-29,Line_4,A,Operator Delay,30.6
2025-05-29,Line_4,B,Material Shortage,26.6
2025-05-29,Line_4,C,Maintenance,32.8
2025-05-30,Line_1,A,Maintenance,49.0
2025-05-30,Line_1,B,Maintenance,28.8
2025-05-30,Line_1,C,Material Shortage,46.5
2025-05-30,Line_2,A,Changeover,52.7
2025-05-30,Line_2,B,Maintenance,35.8
2025-05-30,Line_2,C,Material Shortage,52.4
2025-05-30,Line_3,A,Changeover,30.7
2025-05-30,Line_3,B,Changeover,12.4
2025-05-30,Line_3,C,Operator Delay,65.7
2025-05-30,Line_4,A,Changeover,14.7
2025-05-30,Line_4,B,Changeover,7.1
2025-05-30,Line_4,C,Changeover,39.6
2025-05-31,Line_1,A,Quality Hold,28.0
2025-05-31,Line_1,B,Operator Delay,24.0
2025-05-31,Line_1,C,Maintenance,12.9
2025-05-31,Line_2,A,Material Shortage,28.6
2025-05-31,Line_2,B,Maintenance,46.9
2025-05-31,Line_2,C,Quality Hold,57.4
2025-05-31,Line_3,A,Quality Hold,31.9
2025-05-31,Line_3,B,Changeover,24.8
2025-05-31,Line_3,C,Changeover,31.3
2025-05-31,Line_4,A,Maintenance,54.7
2025-05-31,Line_4,B,Changeover,30.5
2025-05-31,Line_4,C,Maintenance,37.3
2025-06-01,Line_1,A,Material Shortage,10.6
2025-06-01,Line_1,B,Material Shortage,43.5
2025-06-01,Line_1,C,Operator Delay,28.1
2025-06-01,Line_2,A,Maintenance,0.4
2025-06-01,Line_2,B,Quality Hold,15.7
2025-06-01,Line_2,C,Maintenance,69.0
2025-06-01,Line_3,A,Changeover,60.1
2025-06-01,Line_3,B,Changeover,33.8
2025-06-01,Line_3,C,Operator Delay,29.1
2025-06-01,Line_4,A,Maintenance,35.5
2025-06-01,Line_4,B,Changeover,0.0
2025-06-01,Line_4,C,Changeover,54.8
2025-06-02,Line_1,A,Material Shortage,41.9
2025-06-02,Line_1,B,Maintenance,61.6
2025-06-02,Line_1,C,Quality Hold,53.8
2025-06-02,Line_2,A,Maintenance,6.2
2025-06-02,Line_2,B,Maintenance,69.6
2025-06-02,Line_2,C,Material Shortage,2.7
2025-06-02,Line_3,A,Quality Hold,10.2
2025-06-02,Line_3,B,Maintenance,54.5
2025-06-02,Line_3,C,Operator Delay,19.8
2025-06-02,Line_4,A,Changeover,29.4
2025-06-02,Line_4,B,Changeover,46.1
2025-06-02,Line_4,C,Changeover,9.1
2025-06-03,Line_1,A,Material Shortage,28.0
2025-06-03,Line_1,B,Material Shortage,20.9
2025-06-03,Line_1,C,Material Shortage,9.6
2025-06-03,Line_2,A,Maintenance,45.6
2025-06-03,Line_2,B,Material Shortage,0.0
2025-06-03,Line_2,C,Changeover,52.9
2025-06-03,Line_3,A,Material Shortage,40.9
2025-06-03,Line_3,B,Maintenance,26.3
2025-06-03,Line_3,C,Changeover,44.1
2025-06-03,Line_4,A,Maintenance,6.6
2025-06-03,Line_4,B,Maintenance,52.8
2025-06-03,Line_4,C,Maintenance,51.2
2025-06-04,Line_1,A,Changeover,24.8
2025-06-04,Line_1,B,Quality Hold,35.1
2025-06-04,Line_1,C,Material Shortage,28.9
2025-06-04,Line_2,A,Changeover,31.6
2025-06-04,Line_2,B,Operator Delay,5.5
2025-06-04,Line_2,C,Changeover,17.5
2025-06-04,Line_3,A,Material Shortage,13.0
2025-06-04,Line_3,B,Changeover,36.6
2025-06-04,Line_3,C,Operator Delay,22.9
2025-06-04,Line_4,A,Maintenance,45.0
2025-06-04,Line_4,B,Changeover,48.3
2025-06-04,Line_4,C,Quality Hold,25.6
2025-06-05,Line_1,A,Material Shortage,49.0
2025-06-05,Line_1,B,Operator Delay,24.9
2025-06-05,Line_1,C,Maintenance,32.8
2025-06-05,Line_2,A,Quality Hold,33.0
2025-06-05,Line_2,B,Maintenance,29.8
2025-06-05,Line_2,C,Changeover,31.3
2025-06-05,Line_3,A,Changeover,41.3
2025-06-05,Line_3,B,Maintenance,33.5
2025-06-05,Line_3,C,Material Shortage,9.1
2025-06-05,Line_4,A,Changeover,13.4
2025-06-05,Line_4,B,Quality Hold,37.3
2025-06-05,Line_4,C,Changeover,38.2
2025-06-06,Line_1,A,Operator Delay,49.8
2025-06-06,Line_1,B,Maintenance,54.7
2025-06-06,Line_1,C,Material Shortage,49.9
2025-06-06,Line_2,A,Operator Delay,24.1
2025-06-06,Line_2,B,Maintenance,34.4
2025-06-06,Line_2,C,Maintenance,27.6
2025-06-06,Line_3,A,Maintenance,23.0
2025-06-06,Line_3,B,Operator Delay,51.7
2025-06-06,Line_3,C,Operator Delay,32.6
2025-06-06,Line_4,A,Operator Delay,40.8
2025-06-06,Line_4,B,Quality Hold,3.6
2025-06-06,Line_4,C,Material Shortage,23.4
2025-06-07,Line_1,A,Maintenance,44.5
2025-06-07,Line_1,B,Changeover,43.3
2025-06-07,Line_1,C,Changeover,53.5
2025-06-07,Line_2,A,Operator Delay,48.5
2025-06-07,Line_2,B,Maintenance,37.7
2025-06-07,Line_2,C,Changeover,20.5
2025-06-07,Line_3,A,Maintenance,36.8
2025-06-07,Line_3,B,Quality Hold,31.3
2025-06-07,Line_3,C,Maintenance,38.9
2025-06-07,Line_4,A,Operator Delay,33.1
2025-06-07,Line_4,B,Quality Hold,76.1
2025-06-07,Line_4,C,Changeover,74.1
2025-06-08,Line_1,A,Changeover,31.1
2025-06-08,Line_1,B,Quality Hold,27.0
2025-06-08,Line_1,C,Maintenance,53.7
2025-06-08,Line_2,A,Material Shortage,38.4
2025-06-08,Line_2,B,Material Shortage,30.6
2025-06-08,Line_2,C,Material Shortage,43.1
2025-06-08,Line_3,A,Maintenance,36.2
2025-06-08,Line_3,B,Maintenance,55.4
2025-06-08,Line_3,C,Quality Hold,24.1
2025-06-08,Line_4,A,Maintenance,27.8
2025-06-08,Line_4,B,Material Shortage,43.8
2025-06-08,Line_4,C,Changeover,24.1
2025-06-09,Line_1,A,Changeover,26.0
2025-06-09,Line_1,B,Quality Hold,52.9
2025-06-09,Line_1,C,Material Shortage,20.3
2025-06-09,Line_2,A,Quality Hold,61.0
2025-06-09,Line_2,B,Operator Delay,54.0
2025-06-09,Line_2,C,Maintenance,40.4
2025-06-09,Line_3,A,Changeover,38.1
2025-06-09,Line_3,B,Operator Delay,28.3
2025-06-09,Line_3,C,Quality Hold,32.5
2025-06-09,Line_4,A,Quality Hold,18.1
2025-06-09,Line_4,B,Maintenance,51.6
2025-06-09,Line_4,C,Quality Hold,16.2
2025-06-10,Line_1,A,Quality Hold,42.0
2025-06-10,Line_1,B,Quality Hold,32.1
2025-06-10,Line_1,C,Quality Hold,56.4
2025-06-10,Line_2,A,Quality Hold,59.4
2025-06-10,Line_2,B,Quality Hold,45.7
2025-06-10,Line_2,C,Maintenance,14.1
2025-06-10,Line_3,A,Material Shortage,57.0
2025-06-10,Line_3,B,Material Shortage,18.1
2025-06-10,Line_3,C,Changeover,22.5
2025-06-10,Line_4,A,Material Shortage,42.0
2025-06-10,Line_4,B,Maintenance,31.0
2025-06-10,Line_4,C,Operator Delay,49.6
2025-06-11,Line_1,A,Maintenance,23.2
2025-06-11,Line_1,B,Quality Hold,32.7
2025-06-11,Line_1,C,Operator Delay,46.5
2025-06-11,Line_2,A,Maintenance,71.0
2025-06-11,Line_2,B,Changeover,31.5
2025-06-11,Line_2,C,Maintenance,44.6
2025-06-11,Line_3,A,Changeover,14.4
2025-06-11,Line_3,B,Material Shortage,36.8
2025-06-11,Line_3,C,Material Shortage,19.5
2025-06-11,Line_4,A,Operator Delay,0.0
2025-06-11,Line_4,B,Quality Hold,19.6
2025-06-11,Line_4,C,Quality Hold,24.5
2025-06-12,Line_1,A,Changeover,34.1
2025-06-12,Line_1,B,Operator Delay,34.4
2025-06-12,Line_1,C,Quality Hold,65.5
2025-06-12,Line_2,A,Operator Delay,43.9
2025-06-12,Line_2,B,Changeover,34.1
2025-06-12,Line_2,C,Material Shortage,44.9
2025-06-12,Line_3,A,Material Shortage,45.0
2025-06-12,Line_3,B,Changeover,44.6
2025-06-12,Line_3,C,Material Shortage,63.8
2025-06-12,Line_4,A,Material Shortage,43.4
2025-06-12,Line_4,B,Changeover,30.1
2025-06-12,Line_4,C,Maintenance,27.7
2025-06-13,Line_1,A,Material Shortage,37.2
2025-06-13,Line_1,B,Maintenance,80.4
2025-06-13,Line_1,C,Material Shortage,33.1
2025-06-13,Line_2,A,Material Shortage,20.6
2025-06-13,Line_2,B,Quality Hold,42.0
2025-06-13,Line_2,C,Maintenance,18.9
2025-06-13,Line_3,A,Changeover,31.0
2025-06-13,Line_3,B,Operator Delay,24.4
2025-06-13,Line_3,C,Maintenance,4.3
2025-06-13,Line_4,A,Quality Hold,39.5
2025-06-13,Line_4,B,Material Shortage,51.2
2025-06-13,Line_4,C,Material Shortage,73.7
2025-06-14,Line_1,A,Quality Hold,52.1
2025-06-14,Line_1,B,Material Shortage,51.3
2025-06-14,Line_1,C,Quality Hold,35.7
2025-06-14,Line_2,A,Quality Hold,37.8
2025-06-14,Line_2,B,Changeover,37.9
2025-06-14,Line_2,C,Quality Hold,55.7
2025-06-14,Line_3,A,Quality Hold,45.1
2025-06-14,Line_3,B,Quality Hold,9.2
2025-06-14,Line_3,C,Maintenance,21.5
2025-06-14,Line_4,A,Material Shortage,17.8
2025-06-14,Line_4,B,Maintenance,42.4
2025-06-14,Line_4,C,Material Shortage,15.6
2025-06-15,Line_1,A,Quality Hold,29.3
2025-06-15,Line_1,B,Maintenance,33.8
2025-06-15,Line_1,C,Changeover,4.3
2025-06-15,Line_2,A,Operator Delay,61.6
2025-06-15,Line_2,B,Material Shortage,24.8
2025-06-15,Line_2,C,Maintenance,19.8
2025-06-15,Line_3,A,Changeover,56.2
2025-06-15,Line_3,B,Material Shortage,55.2
2025-06-15,Line_3,C,Maintenance,16.6
2025-06-15,Line_4,A,Quality Hold,59.3
2025-06-15,Line_4,B,Operator Delay,30.7
2025-06-15,Line_4,C,Quality Hold,44.4
2025-06-16,Line_1,A,Quality Hold,20.0
2025-06-16,Line_1,B,Maintenance,33.6
2025-06-16,Line_1,C,Material Shortage,30.9
2025-06-16,Line_2,A,Changeover,67.7
2025-06-16,Line_2,B,Material Shortage,37.7
2025-06-16,Line_2,C,Operator Delay,41.8
2025-06-16,Line_3,A,Changeover,12.8
2025-06-16,Line_3,B,Maintenance,16.0
2025-06-16,Line_3,C,Changeover,61.9
2025-06-16,Line_4,A,Operator Delay,67.1
2025-06-16,Line_4,B,Changeover,14.5
2025-06-16,Line_4,C,Changeover,60.6
2025-06-17,Line_1,A,Quality Hold,13.5
2025-06-17,Line_1,B,Quality Hold,8.7
2025-06-17,Line_1,C,Material Shortage,14.9
2025-06-17,Line_2,A,Quality Hold,24.0
2025-06-17,Line_2,B,Changeover,41.6
2025-06-17,Line_2,C,Material Shortage,27.4
2025-06-17,Line_3,A,Maintenance,56.2
2025-06-17,Line_3,B,Operator Delay,0.0
2025-06-17,Line_3,C,Changeover,52.1
2025-06-17,Line_4,A,Operator Delay,33.3
2025-06-17,Line_4,B,Material Shortage,31.0
2025-06-17,Line_4,C,Material Shortage,27.5
2025-06-18,Line_1,A,Changeover,8.3
2025-06-18,Line_1,B,Quality Hold,47.5
2025-06-18,Line_1,C,Maintenance,46.7
2025-06-18,Line_2,A,Material Shortage,22.3
2025-06-18,Line_2,B,Material Shortage,15.1
2025-06-18,Line_2,C,Maintenance,15.4
2025-06-18,Line_3,A,Material Shortage,38.7
2025-06-18,Line_3,B,Material Shortage,7.7
2025-06-18,Line_3,C,Changeover,24.0
2025-06-18,Line_4,A,Changeover,0.0
2025-06-18,Line_4,B,Changeover,22.2
2025-06-18,Line_4,C,Maintenance,30.5
2025-06-19,Line_1,A,Quality Hold,49.6
2025-06-19,Line_1,B,Quality Hold,29.4
2025-06-19,Line_1,C,Changeover,63.5
2025-06-19,Line_2,A,Material Shortage,56.9
2025-06-19,Line_2,B,Changeover,46.2
2025-06-19,Line_2,C,Maintenance,32.4
2025-06-19,Line_3,A,Operator Delay,55.6
2025-06-19,Line_3,B,Material Shortage,35.0
2025-06-19,Line_3,C,Operator Delay,28.7
2025-06-19,Line_4,A,Material Shortage,3.0
2025-06-19,Line_4,B,Changeover,39.5
2025-06-19,Line_4,C,Material Shortage,92.9
2025-06-20,Line_1,A,Maintenance,17.4
2025-06-20,Line_1,B,Changeover,81.1
2025-06-20,Line_1,C,Operator Delay,33.2
2025-06-20,Line_2,A,Changeover,37.6
2025-06-20,Line_2,B,Maintenance,45.3
2025-06-20,Line_2,C,Maintenance,42.6
2025-06-20,Line_3,A,Changeover,24.3
2025-06-20,Line_3,B,Material Shortage,29.6
2025-06-20,Line_3,C,Changeover,23.9
2025-06-20,Line_4,A,Operator Delay,38.1
2025-06-20,Line_4,B,Changeover,58.0
2025-06-20,Line_4,C,Maintenance,20.2
2025-06-21,Line_1,A,Material Shortage,54.1
2025-06-21,Line_1,B,Material Shortage,50.3
2025-06-21,Line_1,C,Quality Hold,54.4
2025-06-21,Line_2,A,Operator Delay,36.9
2025-06-21,Line_2,B,Material Shortage,43.5
2025-06-21,Line_2,C,Operator Delay,39.7
2025-06-21,Line_3,A,Changeover,48.1
2025-06-21,Line_3,B,Quality Hold,51.2
2025-06-21,Line_3,C,Quality Hold,24.0
2025-06-21,Line_4,A,Quality Hold,41.3
2025-06-21,Line_4,B,Maintenance,9.9
2025-06-21,Line_4,C,Material Shortage,38.6
2025-06-22,Line_1,A,Operator Delay,18.9
2025-06-22,Line_1,B,Maintenance,35.2
2025-06-22,Line_1,C,Quality Hold,40.7
2025-06-22,Line_2,A,Material Shortage,57.4
2025-06-22,Line_2,B,Material Shortage,12.1
2025-06-22,Line_2,C,Quality Hold,15.2
2025-06-22,Line_3,A,Changeover,51.0
2025-06-22,Line_3,B,Changeover,18.7
2025-06-22,Line_3,C,Changeover,44.7
2025-06-22,Line_4,A,Maintenance,60.8
2025-06-22,Line_4,B,Changeover,21.4
2025-06-22,Line_4,C,Changeover,24.9
2025-06-23,Line_1,A,Changeover,58.9
2025-06-23,Line_1,B,Material Shortage,34.4
2025-06-23,Line_1,C,Maintenance,46.7
2025-06-23,Line_2,A,Maintenance,43.1
2025-06-23,Line_2,B,Changeover,39.9
2025-06-23,Line_2,C,Changeover,44.5
2025-06-23,Line_3,A,Quality Hold,32.8
2025-06-23,Line_3,B,Material Shortage,0.0
2025-06-23,Line_3,C,Quality Hold,54.3
2025-06-23,Line_4,A,Material Shortage,44.6
2025-06-23,Line_4,B,Quality Hold,28.9
2025-06-23,Line_4,C,Changeover,57.5
2025-06-24,Line_1,A,Material Shortage,44.0
2025-06-24,Line_1,B,Changeover,43.7
2025-06-24,Line_1,C,Operator Delay,42.9
2025-06-24,Line_2,A,Changeover,15.4
2025-06-24,Line_2,B,Changeover,35.6
2025-06-24,Line_2,C,Maintenance,59.4
2025-06-24,Line_3,A,Changeover,23.2
2025-06-24,Line_3,B,Maintenance,24.1
2025-06-24,Line_3,C,Changeover,17.7
2025-06-24,Line_4,A,Material Shortage,42.1
2025-06-24,Line_4,B,Quality Hold,36.6
2025-06-24,Line_4,C,Maintenance,40.5
2025-06-25,Line_1,A,Quality Hold,42.0
2025-06-25,Line_1,B,Operator Delay,33.1
2025-06-25,Line_1,C,Maintenance,33.9
2025-06-25,Line_2,A,Material Shortage,57.9
2025-06-25,Line_2,B,Operator Delay,34.2
2025-06-25,Line_2,C,Maintenance,40.1
2025-06-25,Line_3,A,Changeover,20.9
2025-06-25,Line_3,B,Maintenance,3.3
2025-06-25,Line_3,C,Maintenance,43.2
2025-06-25,Line_4,A,Maintenance,32.7
2025-06-25,Line_4,B,Changeover,26.3
2025-06-25,Line_4,C,Maintenance,67.2
2025-06-26,Line_1,A,Maintenance,51.2
2025-06-26,Line_1,B,Material Shortage,59.5
2025-06-26,Line_1,C,Operator Delay,44.3
2025-06-26,Line_2,A,Changeover,43.1
2025-06-26,Line_2,B,Changeover,41.2
2025-06-26,Line_2,C,Maintenance,34.7
2025-06-26,Line_3,A,Material Shortage,25.2
2025-06-26,Line_3,B,Maintenance,3.4
2025-06-26,Line_3,C,Changeover,45.2
2025-06-26,Line_4,A,Changeover,46.8
2025-06-26,Line_4,B,Changeover,7.2
2025-06-26,Line_4,C,Material Shortage,67.1
2025-06-27,Line_1,A,Operator Delay,39.3
2025-06-27,Line_1,B,Quality Hold,56.5
2025-06-27,Line_1,C,Maintenance,36.0
2025-06-27,Line_2,A,Quality Hold,42.7
2025-06-27,Line_2,B,Material Shortage,46.2
2025-06-27,Line_2,C,Changeover,22.6
2025-06-27,Line_3,A,Quality Hold,35.3
2025-06-27,Line_3,B,Quality Hold,56.6
2025-06-27,Line_3,C,Operator Delay,32.0
2025-06-27,Line_4,A,Changeover,15.8
2025-06-27,Line_4,B,Material Shortage,8.6
2025-06-27,Line_4,C,Material Shortage,18.9
2025-06-28,Line_1,A,Changeover,55.9
2025-06-28,Line_1,B,Changeover,21.3
2025-06-28,Line_1,C,Changeover,45.6
2025-06-28,Line_2,A,Maintenance,39.2
2025-06-28,Line_2,B,Maintenance,13.0
2025-06-28,Line_2,C,Material Shortage,62.9
2025-06-28,Line_3,A,Quality Hold,24.7
2025-06-28,Line_3,B,Operator Delay,31.1
2025-06-28,Line_3,C,Quality Hold,46.0
2025-06-28,Line_4,A,Maintenance,0.0
2025-06-28,Line_4,B,Quality Hold,23.7
2025-06-28,Line_4,C,Maintenance,68.7
2025-06-29,Line_1,A,Operator Delay,29.5
2025-06-29,Line_1,B,Material Shortage,6.8
2025-06-29,Line_1,C,Quality Hold,15.6
2025-06-29,Line_2,A,Material Shortage,16.0
2025-06-29,Line_2,B,Maintenance,49.1
2025-06-29,Line_2,C,Maintenance,3.5
2025-06-29,Line_3,A,Maintenance,18.8
2025-06-29,Line_3,B,Material Shortage,0.0
2025-06-29,Line_3,C,Maintenance,43.3
2025-06-29,Line_4,A,Changeover,7.5
2025-06-29,Line_4,B,Quality Hold,16.5
2025-06-29,Line_4,C,Changeover,48.4
